flavor,hvg_input,raw_counts_required,group,group_name,group_label,holdout_ids,mode,mode_description,model,model_label,condition,source,target,data_file,result_tag,result_dir,train_sbatch,eval_sbatch,eval_flags
seurat_v3_paper,layers['counts'],True,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_b_v07.h5ad,hvg_seurat_v3_paper_b_ood,results/hvg_seurat_v3_paper_b_ood/scgen,sbatch/train/train_hvg_seurat_v3_paper_b_ood_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_b_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3_paper,layers['counts'],True,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_b_v07.h5ad,hvg_seurat_v3_paper_b_ood,results/hvg_seurat_v3_paper_b_ood/impact_cellot,sbatch/train/train_hvg_seurat_v3_paper_b_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_b_ood_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3_paper,layers['counts'],True,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_b_v07.h5ad,hvg_seurat_v3_paper_b_iid,results/hvg_seurat_v3_paper_b_iid/scgen,sbatch/train/train_hvg_seurat_v3_paper_b_iid_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_b_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3_paper,layers['counts'],True,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_b_v07.h5ad,hvg_seurat_v3_paper_b_iid,results/hvg_seurat_v3_paper_b_iid/impact_cellot,sbatch/train/train_hvg_seurat_v3_paper_b_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_b_iid_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3_paper,layers['counts'],True,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_c_v07.h5ad,hvg_seurat_v3_paper_c_ood,results/hvg_seurat_v3_paper_c_ood/scgen,sbatch/train/train_hvg_seurat_v3_paper_c_ood_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_c_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3_paper,layers['counts'],True,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_c_v07.h5ad,hvg_seurat_v3_paper_c_ood,results/hvg_seurat_v3_paper_c_ood/impact_cellot,sbatch/train/train_hvg_seurat_v3_paper_c_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_c_ood_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3_paper,layers['counts'],True,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_c_v07.h5ad,hvg_seurat_v3_paper_c_iid,results/hvg_seurat_v3_paper_c_iid/scgen,sbatch/train/train_hvg_seurat_v3_paper_c_iid_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_c_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3_paper,layers['counts'],True,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_c_v07.h5ad,hvg_seurat_v3_paper_c_iid,results/hvg_seurat_v3_paper_c_iid/impact_cellot,sbatch/train/train_hvg_seurat_v3_paper_c_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_c_iid_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3_paper,layers['counts'],True,d,cd4,CD4 only,CL:0000624,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_d_v07.h5ad,hvg_seurat_v3_paper_d_ood,results/hvg_seurat_v3_paper_d_ood/scgen,sbatch/train/train_hvg_seurat_v3_paper_d_ood_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_d_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3_paper,layers['counts'],True,d,cd4,CD4 only,CL:0000624,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_d_v07.h5ad,hvg_seurat_v3_paper_d_ood,results/hvg_seurat_v3_paper_d_ood/impact_cellot,sbatch/train/train_hvg_seurat_v3_paper_d_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_d_ood_impact_cellot.sbatch,--setting ood --where latent_space
seurat_v3_paper,layers['counts'],True,d,cd4,CD4 only,CL:0000624,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_d_v07.h5ad,hvg_seurat_v3_paper_d_iid,results/hvg_seurat_v3_paper_d_iid/scgen,sbatch/train/train_hvg_seurat_v3_paper_d_iid_scgen.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_d_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
seurat_v3_paper,layers['counts'],True,d,cd4,CD4 only,CL:0000624,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_seurat_v3_paper_d_v07.h5ad,hvg_seurat_v3_paper_d_iid,results/hvg_seurat_v3_paper_d_iid/impact_cellot,sbatch/train/train_hvg_seurat_v3_paper_d_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_seurat_v3_paper_d_iid_impact_cellot.sbatch,--setting ood --where latent_space
pearson_residuals,layers['counts'],True,a,cd8,CD8 only,CL:0000625,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_a_v07.h5ad,hvg_pearson_residuals_a_ood,results/hvg_pearson_residuals_a_ood/scgen,sbatch/train/train_hvg_pearson_residuals_a_ood_scgen.sbatch,sbatch/eval/eval_hvg_pearson_residuals_a_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
pearson_residuals,layers['counts'],True,a,cd8,CD8 only,CL:0000625,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_a_v07.h5ad,hvg_pearson_residuals_a_ood,results/hvg_pearson_residuals_a_ood/impact_cellot,sbatch/train/train_hvg_pearson_residuals_a_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_pearson_residuals_a_ood_impact_cellot.sbatch,--setting ood --where latent_space
pearson_residuals,layers['counts'],True,a,cd8,CD8 only,CL:0000625,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_a_v07.h5ad,hvg_pearson_residuals_a_iid,results/hvg_pearson_residuals_a_iid/scgen,sbatch/train/train_hvg_pearson_residuals_a_iid_scgen.sbatch,sbatch/eval/eval_hvg_pearson_residuals_a_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
pearson_residuals,layers['counts'],True,a,cd8,CD8 only,CL:0000625,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_a_v07.h5ad,hvg_pearson_residuals_a_iid,results/hvg_pearson_residuals_a_iid/impact_cellot,sbatch/train/train_hvg_pearson_residuals_a_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_pearson_residuals_a_iid_impact_cellot.sbatch,--setting ood --where latent_space
pearson_residuals,layers['counts'],True,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_b_v07.h5ad,hvg_pearson_residuals_b_ood,results/hvg_pearson_residuals_b_ood/scgen,sbatch/train/train_hvg_pearson_residuals_b_ood_scgen.sbatch,sbatch/eval/eval_hvg_pearson_residuals_b_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
pearson_residuals,layers['counts'],True,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_b_v07.h5ad,hvg_pearson_residuals_b_ood,results/hvg_pearson_residuals_b_ood/impact_cellot,sbatch/train/train_hvg_pearson_residuals_b_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_pearson_residuals_b_ood_impact_cellot.sbatch,--setting ood --where latent_space
pearson_residuals,layers['counts'],True,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_b_v07.h5ad,hvg_pearson_residuals_b_iid,results/hvg_pearson_residuals_b_iid/scgen,sbatch/train/train_hvg_pearson_residuals_b_iid_scgen.sbatch,sbatch/eval/eval_hvg_pearson_residuals_b_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
pearson_residuals,layers['counts'],True,b,cd8_thymo,CD8 + thymocyte combined,CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_b_v07.h5ad,hvg_pearson_residuals_b_iid,results/hvg_pearson_residuals_b_iid/impact_cellot,sbatch/train/train_hvg_pearson_residuals_b_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_pearson_residuals_b_iid_impact_cellot.sbatch,--setting ood --where latent_space
pearson_residuals,layers['counts'],True,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_c_v07.h5ad,hvg_pearson_residuals_c_ood,results/hvg_pearson_residuals_c_ood/scgen,sbatch/train/train_hvg_pearson_residuals_c_ood_scgen.sbatch,sbatch/eval/eval_hvg_pearson_residuals_c_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
pearson_residuals,layers['counts'],True,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_c_v07.h5ad,hvg_pearson_residuals_c_ood,results/hvg_pearson_residuals_c_ood/impact_cellot,sbatch/train/train_hvg_pearson_residuals_c_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_pearson_residuals_c_ood_impact_cellot.sbatch,--setting ood --where latent_space
pearson_residuals,layers['counts'],True,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_c_v07.h5ad,hvg_pearson_residuals_c_iid,results/hvg_pearson_residuals_c_iid/scgen,sbatch/train/train_hvg_pearson_residuals_c_iid_scgen.sbatch,sbatch/eval/eval_hvg_pearson_residuals_c_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
pearson_residuals,layers['counts'],True,c,tcell_subtypes,CD4 + CD8 + thymocyte combined,CL:0000624;CL:0000625;CL:0000893,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_c_v07.h5ad,hvg_pearson_residuals_c_iid,results/hvg_pearson_residuals_c_iid/impact_cellot,sbatch/train/train_hvg_pearson_residuals_c_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_pearson_residuals_c_iid_impact_cellot.sbatch,--setting ood --where latent_space
pearson_residuals,layers['counts'],True,d,cd4,CD4 only,CL:0000624,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_d_v07.h5ad,hvg_pearson_residuals_d_ood,results/hvg_pearson_residuals_d_ood/scgen,sbatch/train/train_hvg_pearson_residuals_d_ood_scgen.sbatch,sbatch/eval/eval_hvg_pearson_residuals_d_ood_scgen.sbatch,--setting ood --where latent_space --embedding ae
pearson_residuals,layers['counts'],True,d,cd4,CD4 only,CL:0000624,ood,OOD: model sees zero holdout cells; eval on fixed held-out half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_d_v07.h5ad,hvg_pearson_residuals_d_ood,results/hvg_pearson_residuals_d_ood/impact_cellot,sbatch/train/train_hvg_pearson_residuals_d_ood_impact_cellot.sbatch,sbatch/eval/eval_hvg_pearson_residuals_d_ood_impact_cellot.sbatch,--setting ood --where latent_space
pearson_residuals,layers['counts'],True,d,cd4,CD4 only,CL:0000624,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,scgen,scGen,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_d_v07.h5ad,hvg_pearson_residuals_d_iid,results/hvg_pearson_residuals_d_iid/scgen,sbatch/train/train_hvg_pearson_residuals_d_iid_scgen.sbatch,sbatch/eval/eval_hvg_pearson_residuals_d_iid_scgen.sbatch,--setting ood --where latent_space --embedding ae
pearson_residuals,layers['counts'],True,d,cd4,CD4 only,CL:0000624,iid,IID: model sees half holdout cells in training; eval on the other (fixed) half,impact_cellot,IMPACT_CellOT,condition,mouse,human,datasets/speciesot-human-mouse-hvg/hvg_pearson_residuals_d_v07.h5ad,hvg_pearson_residuals_d_iid,results/hvg_pearson_residuals_d_iid/impact_cellot,sbatch/train/train_hvg_pearson_residuals_d_iid_impact_cellot.sbatch,sbatch/eval/eval_hvg_pearson_residuals_d_iid_impact_cellot.sbatch,--setting ood --where latent_space
